领域,类型,等级,序号,简称,全称,出版社/组织,网址,PDF页码
人机交互与普适计算,会议,C,13,AVI,International Working Conference on Advanced Visual Interfaces,ACM,https://dblp.org/db/conf/avi/,66
人机交互与普适计算,会议,C,14,GPC,"Conference on Green, Pervasive and Cloud Computing",Springer,https://dblp.org/db/conf/gpc/index.html,66
人机交互与普适计算,会议,C,15,ICXR,CCF International Conference on Extended Reality,Springer,https://dblp.org/db/conf/icxr/index.html,66
交叉/综合/新兴,期刊,A,1,JACM,Journal of the ACM,ACM,https://dblp.org/db/journals/jacm/,67
交叉/综合/新兴,期刊,A,2,Proc. IEEE,Proceedings of the IEEE,IEEE,https://dblp.org/db/journals/pieee/,67
交叉/综合/新兴,期刊,A,3,SCIS,Science China Information Sciences,Science in China Press/Springer,https://dblp.org/db/journals/chinaf/,67
交叉/综合/新兴,期刊,A,4,Bioinformatics,Bioinformatics,Oxford University Press,https://dblp.org/db/journals/bioinformatics/,67
交叉/综合/新兴,期刊,B,1,,Briefings in Bioinformatics,Oxford University Press,https://dblp.org/db/journals/bib/,68
交叉/综合/新兴,期刊,B,2,Cognition,Cognition,Elsevier,https://www.journals.elsevier.com/cognition/,68
交叉/综合/新兴,期刊,B,3,TASAE,IEEE Transactions on Automation Science and Engineering,IEEE,https://dblp.org/db/journals/tase/,68
交叉/综合/新兴,期刊,B,4,TGARS,IEEE Transactions on Geoscience and Remote Sensing,IEEE,https://dblp.org/db/journals/tgrs/,68
交叉/综合/新兴,期刊,B,5,TITS,IEEE Transactions on Intelligent Transportation Systems,IEEE,https://dblp.org/db/journals/tits/,68
交叉/综合/新兴,期刊,B,6,TMI,IEEE Transactions on Medical Imaging,IEEE,https://dblp.org/db/journals/tmi/,68
交叉/综合/新兴,期刊,B,7,TR,IEEE Transactions on Robotics,IEEE,https://dblp.org/db/journals/trob/,68
交叉/综合/新兴,期刊,B,8,TCBB,IEEE/ACM Transactions on Computational Biology and Bioinformatics,IEEE/ACM,https://dblp.org/db/journals/tcbb/,68
交叉/综合/新兴,期刊,B,9,JCST,Journal of Computer Science and Technology,SCIENCE PRESS/Springer,https://dblp.org/db/journals/jcst/,68
交叉/综合/新兴,期刊,B,10,JAMIA,Journal of the American Medical Informatics Association,BMJ Journals,https://dblp.org/db/journals/jamia/,68
交叉/综合/新兴,期刊,B,11,,PLOS Computational Biology,Public Library of Science,https://dblp.org/db/journals/ploscb/,68
交叉/综合/新兴,期刊,B,12,,The Computer Journal,Oxford University Press,https://dblp.org/db/journals/cj/,68
交叉/综合/新兴,期刊,B,13,WWW,World Wide Web,Springer,https://dblp.org/db/journals/www/index.html,68
交叉/综合/新兴,期刊,B,14,FCS,Frontiers of Computer Science,Higher Education Press,https://dblp.org/db/journals/fcsc/,68
交叉/综合/新兴,期刊,B,15,BCRA,Blockchain: Research and Applications,浙江大学出版社 /Elsevier,https://dblp.org/search?q=BCRA,68
交叉/综合/新兴,期刊,C,1,,BMC Bioinformatics,BioMed Central,https://dblp.org/db/journals/bmcbi/,69
交叉/综合/新兴,期刊,C,2,,Cybernetics and Systems,Taylor & Francis,https://dblp.org/db/journals/cas/,69
交叉/综合/新兴,期刊,C,3,,IEEE Geoscience and Remote Sensing Letters,IEEE,https://dblp.org/db/journals/lgrs/,69
交叉/综合/新兴,期刊,C,4,JBHI,IEEE Journal of Biomedical and Health Informatics,IEEE,https://dblp.org/db/journals/titb/,69
交叉/综合/新兴,期刊,C,5,TBD,IEEE Transactions on Big Data,IEEE,https://dblp.org/db/journals/tbd/,69
交叉/综合/新兴,期刊,C,6,,IET Intelligent Transport Systems,IET,https://digital-library.theiet.org/content/journals/iet-its,69
交叉/综合/新兴,期刊,C,7,JBI,Journal of Biomedical Informatics,Elsevier,https://dblp.org/db/journals/jbi/,69
交叉/综合/新兴,期刊,C,8,,Medical Image Analysis,Elsevier,https://dblp.org/db/journals/mia/,69
交叉/综合/新兴,期刊,C,9,TII,IEEE Transactions on Industrial Informatics,IEEE,https://dblp.org/db/journals/tii/index.html,69
交叉/综合/新兴,期刊,C,10,TCPS,ACM Transactions on Cyber-Physical Systems,ACM,https://dblp.org/db/journals/tcps/index.html,69
交叉/综合/新兴,期刊,C,11,TOCE,ACM Transactions on Computing Education,ACM,https://dblp.org/db/journals/jeric/index.html,69
交叉/综合/新兴,期刊,C,12,EITEE（原 FITEE）,ENGINEERING Information Technology & Electronic Engineering（原 Frontiers of Information Technology & Electronic Engineering）,浙江大学出版社（原 Springer）,https://www.academax.com/EITEE/home,69
交叉/综合/新兴,期刊,C,13,TCSS,IEEE Transactions on Computational Social Systems,IEEE,https://dblp.org/db/journals/tcss/index.html,69
交叉/综合/新兴,期刊,C,14,,IEEE Transactions on Reliability,IEEE,https://dblp.org/db/journals/tr/index.html,69
交叉/综合/新兴,期刊,C,15,HEALTH,ACM Transactions on Computing for Healthcare,ACM,https://dblp.org/db/journals/health/index.html,69
交叉/综合/新兴,期刊,C,16,ACM DLT,ACM Distributed Ledger Technologies: Research and Practice,ACM,https://dblp.org/db/journals/distribledger/index.html,69
交叉/综合/新兴,会议,A,1,WWW,The Web Conference（原 International World Wide Web Conference）,ACM,https://dblp.org/db/conf/www/,70
交叉/综合/新兴,会议,A,2,RTSS,IEEE Real-Time Systems Symposium,IEEE,https://dblp.org/db/conf/rtss/,70
交叉/综合/新兴,会议,B,1,CogSci,Annual Meeting of the Cognitive Science Society,Psychology Press,https://dblp.org/db/conf/cogsci/,71
交叉/综合/新兴,会议,B,2,BIBM,IEEE International Conference on Bioinformatics and Biomedicine,IEEE,https://dblp.org/db/conf/bibm/,71
交叉/综合/新兴,会议,B,3,EMSOFT,International Conference on Embedded Software,IEEE/ACM /IFIP,https://dblp.org/db/conf/emsoft/,71
交叉/综合/新兴,会议,B,4,ISMB,International conference on Intelligent Systems for Molecular Biology,Oxford Journals,https://dblp.org/db/conf/ismb/index.html,71
交叉/综合/新兴,会议,B,5,RECOMB,Annual International Conference on Research in Computational Molecular Biology,Springer,https://dblp.org/db/conf/recomb/,71
交叉/综合/新兴,会议,B,6,MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,Springer,https://dblp.org/db/conf/miccai/index.html,71
交叉/综合/新兴,会议,B,7,WINE,Conference on Web and Internet Economics,Springer,https://dblp.org/db/conf/wine/index.html,71
交叉/综合/新兴,会议,C,1,AMIA,American Medical Informatics Association Annual Symposium,AMIA,https://dblp.org/db/conf/amia/,72
交叉/综合/新兴,会议,C,2,APBC,Asia Pacific Bioinformatics Conference,BioMed Central,https://dblp.org/db/conf/apbc/,72
交叉/综合/新兴,会议,C,3,IEEE BigData,IEEE International Conference on Big Data,IEEE,https://dblp.org/db/conf/bigdataconf/,72
交叉/综合/新兴,会议,C,4,IEEE CLOUD,IEEE International Conference on Cloud Computing,IEEE,https://dblp.org/db/conf/IEEEcloud/,72
交叉/综合/新兴,会议,C,5,SMC,"IEEE International Conference on Systems, Man, and Cybernetics",IEEE,https://dblp.org/db/conf/smc/,72
交叉/综合/新兴,会议,C,6,COSIT,International Conference on Spatial Information Theory,ACM,https://dblp.org/db/conf/cosit/,72
交叉/综合/新兴,会议,C,7,ISBRA,International Symposium on Bioinformatics Research and Applications,Springer,https://dblp.org/db/conf/isbra/,72
交叉/综合/新兴,会议,C,8,SAGT,International Symposium on Algorithmic Game Theory,Springer,https://dblp.org/db/conf/sagt/index.html,72
交叉/综合/新兴,会议,C,9,SIGSPATIAL,ACM Special Interest Group on Spatial Information,ACM,https://dblp.org/db/journals/sigspatial/index.html,72
交叉/综合/新兴,会议,C,10,ICIC,International Conference on Intelligent Computing,Springer-Nature,https://dblp.org/db/conf/icic/index.html,72
交叉/综合/新兴,会议,C,11,ICSS,International Conference on Service Science,CCF/Springer,https://dblp.org/db/conf/service/index.html,72
交叉/综合/新兴,会议,C,12,AFT,Advances in Financial Technologies,Springer,https://dblp.org/db/conf/aft/index.html,72
交叉/综合/新兴,会议,C,13,IJTCS-FAW,International Joint Conference on Theoretical Computer Science - Frontier of Algorithmic Wisdom,Springer,https://dblp.org/db/conf/faw/index.html,72
